Year,Indicator Name,Indicator Code,Value
2009,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,3.52043775741331
2006,Adequacy of benefits (%) - All Social Assistance -rural,per_sa_allsa.adq_pop_rur,4.15012285344645
2019,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,5.91292498755241
2016,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,5.09086515062793
2012,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,3.42909620382751
2009,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,2.50309287122912
2006,Adequacy of benefits (%) - All Social Assistance -urban,per_sa_allsa.adq_pop_urb,3.02663931005825
2019,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,15.5781888664069
2016,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,12.3997456613901
2012,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,8.47600062371129
2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,7.04471134933314
2006,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q1_preT_tot,8.10126073072175
2019,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,12.3661729403296
2016,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,10.9417354751323
2012,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,5.90596020829946
2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,5.07786276833864
2006,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q1_rur,6.76056812696215
2019,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,11.8982935377437
2016,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,10.4751371909286
2012,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,5.83286923340822
2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,4.9042346962971
2006,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance,per_sa_allsa.adq_q1_tot,6.66216585881877
2019,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,9.01686079881611
2016,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,8.31376394297016
2012,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,3.26361725320535
2009,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,3.43224277190222
2006,Adequacy of benefits in 1st quintile (poorest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q1_urb,5.63112492348492
2019,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,6.48856254592135
2016,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,6.47685134430418
2012,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,3.47696656617069
2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,3.0348782418718
2006,Adequacy of benefits in 2nd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q2_preT_tot,4.27937636577788
2019,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,8.35727790027466
2016,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,7.49328448597746
2012,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,4.3299973023973
2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,4.0033186239302
2006,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q2_rur,4.31648387278403
2019,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,8.01366079099741
2016,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,7.41091320274786
2012,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,3.79293581712279
2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,3.71389781648934
2006,Adequacy of benefits in 2nd quintile (%) - All Social Assistance,per_sa_allsa.adq_q2_tot,4.16571498623608
2019,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,7.57164932680935
2016,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,6.66068135345019
2012,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,3.10312280327413
2009,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,2.07004306766915
2006,Adequacy of benefits in 2nd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q2_urb,3.43590681290172
2019,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,5.01441093917451
2016,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,4.50722857239385
2012,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,2.6858612187867
2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,2.56278370739032
2006,Adequacy of benefits in 3rd quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q3_preT_tot,3.14455103688827
2019,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,6.15334419713719
2016,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,5.67707332481926
2012,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,3.30599096988342
2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,3.68195532463932
2006,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q3_rur,3.75123984353383
2019,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,5.87962394809574
2016,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,5.39329529426352
2012,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,3.44144203978016
2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,3.517761608022
2006,Adequacy of benefits in 3rd quintile (%) - All Social Assistance,per_sa_allsa.adq_q3_tot,3.68497740229569
2019,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,5.77241777373385
2016,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,3.37336917097912
2012,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,2.45572154593044
2009,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,2.08357416464393
2006,Adequacy of benefits in 3rd quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q3_urb,3.16893371338776
2019,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,3.88691059316213
2016,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,3.18691383429895
2012,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,2.23263593568069
2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,1.5926280897071
2006,Adequacy of benefits in 4th quintile (%) - All Social Assistance (preT),per_sa_allsa.adq_q4_preT_tot,2.15966854313202
2019,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,4.73919632753744
2016,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,4.00159244944365
2012,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,2.8545302159386
2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,2.58461090324999
2006,Adequacy of benefits in 4th quintile (%) - All Social Assistance -rural,per_sa_allsa.adq_q4_rur,2.56466933573907
2019,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,4.6491720671277
2016,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,3.7582073164485
2012,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,2.31403514729449
2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,2.40958882808166
2006,Adequacy of benefits in 4th quintile (%) - All Social Assistance,per_sa_allsa.adq_q4_tot,2.46199436568613
2019,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,3.95832629225851
2016,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,2.25969130560888
2012,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,2.00335696531569
2009,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,1.37270839720206
2006,Adequacy of benefits in 4th quintile (%) - All Social Assistance -urban,per_sa_allsa.adq_q4_urb,1.54233412060497
2019,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,2.02537545070579
2016,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,1.98433610395361
2012,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,1.40185370722566
2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,1.22977845020339
2006,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance (preT),per_sa_allsa.adq_q5_preT_tot,1.40581691267209
2019,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,3.19329932896582
2016,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,2.47540330976208
2012,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,2.54867662386397
2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,1.24171828962642
2006,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -rural,per_sa_allsa.adq_q5_rur,3.01963236842075
2019,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,3.18658617817938
2016,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,2.20051926461584
2012,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,2.97800741764728
2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,1.37902213064474
2006,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance,per_sa_allsa.adq_q5_tot,2.80364811860735
2019,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,2.86597053546107
2016,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,1.25497556783879
2012,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,6.88947655132495
2009,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,4.0494904871274
2006,Adequacy of benefits in 5th quintile (richest) (%) - All Social Assistance -urban,per_sa_allsa.adq_q5_urb,1.84232003394823
2019,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance  (preT),per_sa_allsa.avt_ep_preT_tot,1.41708675090232
2016,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance  (preT),per_sa_allsa.avt_ep_preT_tot,0.711957348416163
2012,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance  (preT),per_sa_allsa.avt_ep_preT_tot,0.555297016591123
2009,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance  (preT),per_sa_allsa.avt_ep_preT_tot,0.327073048503793
2006,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance  (preT),per_sa_allsa.avt_ep_preT_tot,0.269587068336633
2019,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance,per_sa_allsa.avt_ep_tot,0.365347548991909
2016,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance,per_sa_allsa.avt_ep_tot,0.340678078080072
2012,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance,per_sa_allsa.avt_ep_tot,0.233059566884899
2009,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance,per_sa_allsa.avt_ep_tot,0.126640292375619
2006,Average per capita transfer held by extreme poor (<$2.15 a day) - All Social Assistance,per_sa_allsa.avt_ep_tot,0.144335321924266
2019,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.429385454821611
2016,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.350674612788403
2012,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.197402199453286
2009,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.156835754797898
2006,Average per capita transfer - All Social Assistance (preT),per_sa_allsa.avt_pop_preT_tot,0.173807566182613
2019,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,0.421760525753386
2016,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,0.352154493775031
2012,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,0.196397365393777
2009,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,0.160239840621731
2006,Average per capita transfer - All Social Assistance -rural,per_sa_allsa.avt_pop_rur,0.17690483405862
2019,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.429385454821611
2016,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.350674612788403
2012,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.197402199453286
2009,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.156835754797898
2006,Average per capita transfer - All Social Assistance,per_sa_allsa.avt_pop_tot,0.173807566182613
2019,Average per capita transfer - All Social Assistance -urban,per_sa_allsa.avt_pop_urb,0.496402366580809
